

Servicio Meteorológico Nacional
Red: SMN
Estación: ESCNALCIENCIASBIOLOGICAS
Estado: Ciudad de México
Municipio: Miguel Hidalgo
Latitud (N): 19.45361111
Longitud (O): -99.17111111
Altitud: 2262

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2020-07-15 00:40:00,2020-07-15 05:40:00,239.0,235.0,6.7,10.8,17.4,100,781.7,0,0,
2020-07-15 00:30:00,2020-07-15 05:30:00,259.0,253.0,6.6,10.8,17.4,100,781.9,0,0,
2020-07-15 00:20:00,2020-07-15 05:20:00,255.0,262.0,7,12,17.4,100,781.9,0,0,
2020-07-15 00:10:00,2020-07-15 05:10:00,260.0,264.0,5.6,9.1,17.5,100,781.8,0,0,
2020-07-15 00:00:00,2020-07-15 05:00:00,250.0,256.0,8,11.4,17.6,100,782,0,0,
2020-07-14 23:50:00,2020-07-15 04:50:00,254.0,254.0,7.8,12,17.5,100,782,0,0,
2020-07-14 23:40:00,2020-07-15 04:40:00,278.0,277.0,5.5,9.1,17.4,100,782,0,0,
2020-07-14 23:30:00,2020-07-15 04:30:00,263.0,265.0,5.1,7.9,17.4,100,781.9,0,0,
2020-07-14 23:20:00,2020-07-15 04:20:00,282.0,297.0,4.2,10.2,17.4,100,781.8,0,0,
2020-07-14 23:10:00,2020-07-15 04:10:00,281.0,272.0,6.6,10.8,17.2,100,781.7,0,0,
2020-07-14 23:00:00,2020-07-15 04:00:00,275.0,286.0,5.4,7.4,17.3,100,781.8,0,0,
2020-07-14 22:50:00,2020-07-15 03:50:00,294.0,307.0,6.3,9.7,17.3,100,781.7,0,0,
2020-07-14 22:40:00,2020-07-15 03:40:00,303.0,299.0,8.4,14.9,17.3,100,781.6,0,0,
2020-07-14 22:30:00,2020-07-15 03:30:00,289.0,280.0,8.4,14.9,17.3,100,781.5,0,0,
2020-07-14 22:20:00,2020-07-15 03:20:00,287.0,301.0,7.8,14.3,17.5,100,781.4,0,0,
2020-07-14 22:10:00,2020-07-15 03:10:00,279.0,293.0,10,16.6,17.7,100,781.2,0,0,
2020-07-14 22:00:00,2020-07-15 03:00:00,282.0,285.0,8.7,18.9,17.7,100,781.1,0,0,
2020-07-14 21:50:00,2020-07-15 02:50:00,269.0,279.0,10.1,17.7,17.7,100,781,0,0,
2020-07-14 21:40:00,2020-07-15 02:40:00,258.0,250.0,11,17.2,17.8,100,781,0,0,
2020-07-14 21:30:00,2020-07-15 02:30:00,251.0,265.0,11.3,15.4,17.8,100,781,0,0,
2020-07-14 21:20:00,2020-07-15 02:20:00,249.0,256.0,12.9,16.6,17.8,100,781.1,0,0,
2020-07-14 21:10:00,2020-07-15 02:10:00,249.0,253.0,9.1,17.2,17.9,100,781,0,0,
2020-07-14 21:00:00,2020-07-15 02:00:00,235.0,240.0,9.8,14.9,18,100,780.8,0,0,
2020-07-14 20:50:00,2020-07-15 01:50:00,233.0,227.0,7.3,13.7,17.8,100,780.7,0,0,
2020-07-14 20:40:00,2020-07-15 01:40:00,191.0,191.0,4.2,8.5,17.8,100,780.6,0,0,
2020-07-14 20:30:00,2020-07-15 01:30:00,216.0,221.0,5.6,9.1,17.8,100,780.3,0,0,
2020-07-14 20:20:00,2020-07-15 01:20:00,230.0,228.0,8.2,11.4,17.6,100,780,0,1,
2020-07-14 20:10:00,2020-07-15 01:10:00,232.0,221.0,7.3,12,17.5,100,780,0,5,
2020-07-14 20:00:00,2020-07-15 01:00:00,233.0,243.0,8.7,12.5,17.5,99,779.9,0,15,
2020-07-14 19:50:00,2020-07-15 00:50:00,241.0,262.0,9.6,14.3,17.4,96,780,0,21,
2020-07-14 19:40:00,2020-07-15 00:40:00,251.0,249.0,10,17.2,17.3,89,779.9,0.25,28,
2020-07-14 19:30:00,2020-07-15 00:30:00,259.0,270.0,10,17.2,17.3,89,779.9,0,21,
2020-07-14 19:20:00,2020-07-15 00:20:00,261.0,262.0,8.8,16.6,17.4,87,779.8,0,18,
2020-07-14 19:10:00,2020-07-15 00:10:00,289.0,313.0,9.9,14.9,17.4,94,779.7,0,13,
2020-07-14 19:00:00,2020-07-15 00:00:00,348.0,19.0,10,18.3,17.4,98,779.5,0,8,
2020-07-14 18:50:00,2020-07-14 23:50:00,36.0,39.0,11.9,21.8,17.3,97,779.5,0,11,
2020-07-14 18:40:00,2020-07-14 23:40:00,36.0,12.0,17.9,27.5,17.3,100,779.5,0.25,22,
2020-07-14 18:30:00,2020-07-14 23:30:00,19.0,17.0,24.3,36.2,17.3,99,779.6,0.51,30,
2020-07-14 18:20:00,2020-07-14 23:20:00,20.0,25.0,20.9,35,17.3,97,779.6,0.76,26,
2020-07-14 18:10:00,2020-07-14 23:10:00,26.0,29.0,17.9,33.3,17.7,100,779.7,0.51,22,
2020-07-14 18:00:00,2020-07-14 23:00:00,34.0,25.0,23.4,40.8,18.6,95,779.5,0.76,20,
2020-07-14 17:50:00,2020-07-14 22:50:00,44.0,34.0,26.3,39.6,21.4,74,779,0,25,
2020-07-14 17:40:00,2020-07-14 22:40:00,67.0,42.0,20,37.9,24.3,50,778.5,0,45,
2020-07-14 17:30:00,2020-07-14 22:30:00,107.0,122.0,12.8,18.3,24.8,47,778.1,0,85,
2020-07-14 17:20:00,2020-07-14 22:20:00,94.0,127.0,10.3,24.6,26.1,42,778.1,0,139,
2020-07-14 17:10:00,2020-07-14 22:10:00,325.0,337.0,7.5,14.9,26.6,37,778.3,0,148,
2020-07-14 17:00:00,2020-07-14 22:00:00,33.0,92.0,4.9,7.9,26.7,36,778.2,0,488,
2020-07-14 16:50:00,2020-07-14 21:50:00,8.0,20.0,8.7,14.9,26.6,36,778.1,0,503,
2020-07-14 16:40:00,2020-07-14 21:40:00,280.0,259.0,5.5,9.1,26.5,37,778.2,0,416,
2020-07-14 16:30:00,2020-07-14 21:30:00,309.0,9.0,7.3,13.1,26.3,38,778.3,0,290,
2020-07-14 16:20:00,2020-07-14 21:20:00,356.0,4.0,9.4,16,27.5,36,778.5,0,368,
2020-07-14 16:10:00,2020-07-14 21:10:00,245.0,209.0,6.4,9.7,27.5,35,778.7,0,949,
2020-07-14 16:00:00,2020-07-14 21:00:00,249.0,258.0,7.2,13.7,27,36,778.9,0,866,
2020-07-14 15:50:00,2020-07-14 20:50:00,305.0,335.0,9,14.9,25.8,40,779.1,0,666,
2020-07-14 15:40:00,2020-07-14 20:40:00,309.0,347.0,9.6,14.3,25.9,40,779.2,0,303,
2020-07-14 15:30:00,2020-07-14 20:30:00,84.0,351.0,5.4,13.7,26.1,41,779.3,0,358,
2020-07-14 15:20:00,2020-07-14 20:20:00,134.0,124.0,10.2,16.6,26,40,779.4,0,852,
2020-07-14 15:10:00,2020-07-14 20:10:00,151.0,92.0,8.6,12.5,25.6,41,779.5,0,872,
2020-07-14 15:00:00,2020-07-14 20:00:00,113.0,80.0,9.3,16.6,25.4,42,779.6,0,798,
2020-07-14 14:50:00,2020-07-14 19:50:00,8.0,4.0,9.1,17.2,25.3,43,779.8,0,548,
2020-07-14 14:40:00,2020-07-14 19:40:00,20.0,37.0,5.5,8.5,25.4,44,779.9,0,634,
2020-07-14 14:30:00,2020-07-14 19:30:00,303.0,33.0,4.3,6.8,24.7,45,780,0,366,
2020-07-14 14:20:00,2020-07-14 19:20:00,13.0,19.0,9.7,15.4,24.5,45,780.1,0,513,
2020-07-14 14:10:00,2020-07-14 19:10:00,330.0,337.0,10.4,21.2,24.5,44,780.1,0,444,
2020-07-14 14:00:00,2020-07-14 19:00:00,263.0,250.0,8.7,16,24.6,47,780.2,0,488,
2020-07-14 13:50:00,2020-07-14 18:50:00,278.0,313.0,7.8,17.2,24.6,48,780.3,0,405,
2020-07-14 13:40:00,2020-07-14 18:40:00,350.0,333.0,7.6,18.9,25.1,47,780.4,0,604,
2020-07-14 13:30:00,2020-07-14 18:30:00,15.0,14.0,6.8,10.2,25,46,780.5,0,984,
2020-07-14 13:20:00,2020-07-14 18:20:00,337.0,330.0,9.2,20.6,24.6,47,780.6,0,809,
2020-07-14 13:10:00,2020-07-14 18:10:00,6.0,339.0,8.3,13.7,24.8,45,780.7,0,1017,
2020-07-14 13:00:00,2020-07-14 18:00:00,72.0,64.0,6.3,13.1,24.4,45,780.8,0,1023,
2020-07-14 12:50:00,2020-07-14 17:50:00,7.0,352.0,7.8,16,24.2,49,780.9,0,1024,
2020-07-14 12:40:00,2020-07-14 17:40:00,273.0,240.0,7.2,12,23.9,51,781.1,0,962,
2020-07-14 12:30:00,2020-07-14 17:30:00,293.0,289.0,8.6,13.7,23.4,54,781.2,0,969,
2020-07-14 12:20:00,2020-07-14 17:20:00,305.0,330.0,9.4,14.9,23.5,56,781.3,0,905,
2020-07-14 12:10:00,2020-07-14 17:10:00,252.0,255.0,5.8,10.8,23.8,56,781.4,0,799,
2020-07-14 12:00:00,2020-07-14 17:00:00,224.0,227.0,6.1,11.4,23.4,56,781.4,0,932,
2020-07-14 11:50:00,2020-07-14 16:50:00,237.0,259.0,5.5,11.4,23.4,55,781.5,0,908,
2020-07-14 11:40:00,2020-07-14 16:40:00,277.0,291.0,6.7,10.8,22.8,59,781.6,0,884,
2020-07-14 11:30:00,2020-07-14 16:30:00,305.0,260.0,8.4,13.7,22.3,61,781.6,0,850,
2020-07-14 11:20:00,2020-07-14 16:20:00,9.0,16.0,5.7,13.1,21.8,64,781.6,0,842,
2020-07-14 11:10:00,2020-07-14 16:10:00,13.0,11.0,7.1,13.7,21.8,64,781.7,0,812,
2020-07-14 11:00:00,2020-07-14 16:00:00,37.0,28.0,6,8.5,21.5,64,781.7,0,786,
2020-07-14 10:50:00,2020-07-14 15:50:00,2.0,25.0,6,12,21.6,65,781.7,0,753,
2020-07-14 10:40:00,2020-07-14 15:40:00,244.0,268.0,4.6,8.5,21.2,65,781.7,0,739,
2020-07-14 10:30:00,2020-07-14 15:30:00,17.0,21.0,5.3,11.4,20.4,68,781.7,0,712,
2020-07-14 10:20:00,2020-07-14 15:20:00,5.0,20.0,7.7,14.9,20.6,69,781.7,0,679,
2020-07-14 10:10:00,2020-07-14 15:10:00,322.0,322.0,4.1,8.5,20.7,68,781.7,0,653,
2020-07-14 10:00:00,2020-07-14 15:00:00,351.0,20.0,4.8,7.9,20.7,70,781.7,0,618,
2020-07-14 09:50:00,2020-07-14 14:50:00,6.0,326.0,4.2,9.7,20.2,72,781.7,0,578,
2020-07-14 09:40:00,2020-07-14 14:40:00,349.0,310.0,4,7.9,19.9,74,781.6,0,534,
2020-07-14 09:30:00,2020-07-14 14:30:00,346.0,333.0,5,9.7,19.8,75,781.6,0,486,
2020-07-14 09:20:00,2020-07-14 14:20:00,340.0,290.0,3.9,6.2,19.7,77,781.6,0,447,
2020-07-14 09:10:00,2020-07-14 14:10:00,262.0,259.0,3.9,6.2,19.1,85,781.6,0,406,
2020-07-14 09:00:00,2020-07-14 14:00:00,249.0,246.0,4.8,7.4,18.6,92,781.5,0,371,
2020-07-14 08:50:00,2020-07-14 13:50:00,284.0,260.0,3.9,7.9,18.1,97,781.5,0,337,
2020-07-14 08:40:00,2020-07-14 13:40:00,313.0,311.0,4.4,7.9,17.5,100,781.4,0,291,
2020-07-14 08:30:00,2020-07-14 13:30:00,302.0,297.0,5.7,8.5,17,100,781.4,0,258,
2020-07-14 08:20:00,2020-07-14 13:20:00,297.0,307.0,5.3,8.5,16.7,100,781.3,0,219,
2020-07-14 08:10:00,2020-07-14 13:10:00,282.0,311.0,4.2,7.4,16.1,100,781.3,0,183,
2020-07-14 08:00:00,2020-07-14 13:00:00,296.0,299.0,3.5,5.6,15.4,100,781.3,0,144,
2020-07-14 07:50:00,2020-07-14 12:50:00,277.0,249.0,3.3,5.6,14.8,100,781.2,0,104,
2020-07-14 07:40:00,2020-07-14 12:40:00,296.0,296.0,4.7,7.9,14.3,100,781.1,0,69,
2020-07-14 07:30:00,2020-07-14 12:30:00,294.0,294.0,5.7,7.9,14.1,100,781,0,38,
2020-07-14 07:20:00,2020-07-14 12:20:00,290.0,273.0,4.9,6.8,14.1,100,780.9,0,15,
2020-07-14 07:10:00,2020-07-14 12:10:00,313.0,315.0,3.9,6.2,14.1,100,780.8,0,3,
2020-07-14 07:00:00,2020-07-14 12:00:00,308.0,303.0,3.9,5.6,14.1,100,780.8,0,0,
2020-07-14 06:50:00,2020-07-14 11:50:00,278.0,249.0,3.3,6.2,14.2,100,780.8,0,0,
2020-07-14 06:40:00,2020-07-14 11:40:00,258.0,263.0,5.7,8.5,14.2,100,780.7,0,0,
2020-07-14 06:30:00,2020-07-14 11:30:00,254.0,255.0,6,8.5,14.1,100,780.6,0,0,
2020-07-14 06:20:00,2020-07-14 11:20:00,265.0,256.0,5.9,8.5,14.1,100,780.7,0,0,
2020-07-14 06:10:00,2020-07-14 11:10:00,282.0,287.0,5,6.8,14.2,100,780.7,0,0,
2020-07-14 06:00:00,2020-07-14 11:00:00,284.0,283.0,4.3,5.6,14.3,100,780.6,0,0,
2020-07-14 05:50:00,2020-07-14 10:50:00,275.0,278.0,4.8,6.2,14.4,100,780.6,0,0,
2020-07-14 05:40:00,2020-07-14 10:40:00,283.0,276.0,4.2,5.6,14.5,100,780.5,0,0,
2020-07-14 05:30:00,2020-07-14 10:30:00,290.0,295.0,3.9,6.2,14.6,100,780.5,0,0,
2020-07-14 05:20:00,2020-07-14 10:20:00,296.0,311.0,5,6.8,14.7,100,780.5,0,0,
2020-07-14 05:10:00,2020-07-14 10:10:00,279.0,282.0,3.9,6.8,14.9,100,780.4,0,0,
2020-07-14 05:00:00,2020-07-14 10:00:00,283.0,267.0,5.8,8.5,15.1,100,780.5,0,0,
2020-07-14 04:50:00,2020-07-14 09:50:00,314.0,301.0,3.6,6.2,15.2,100,780.5,0,0,
2020-07-14 04:40:00,2020-07-14 09:40:00,206.0,208.0,2.5,5.6,15.3,100,780.5,0,0,
2020-07-14 04:30:00,2020-07-14 09:30:00,213.0,246.0,4,6.2,15.3,100,780.6,0,0,
2020-07-14 04:20:00,2020-07-14 09:20:00,252.0,252.0,6.7,10.2,15.4,100,780.6,0,0,
2020-07-14 04:10:00,2020-07-14 09:10:00,250.0,248.0,6,8.5,15.3,100,780.7,0,0,
2020-07-14 04:00:00,2020-07-14 09:00:00,268.0,241.0,4.5,7.4,15.3,100,780.7,0,0,
2020-07-14 03:50:00,2020-07-14 08:50:00,301.0,287.0,5.5,7.4,15.5,100,780.8,0,0,
2020-07-14 03:40:00,2020-07-14 08:40:00,316.0,314.0,4.8,6.8,15.6,97,780.8,0,0,
2020-07-14 03:30:00,2020-07-14 08:30:00,271.0,276.0,4.2,7.4,15.6,96,780.8,0,0,
2020-07-14 03:20:00,2020-07-14 08:20:00,268.0,250.0,5.9,9.1,15.8,95,780.8,0,0,
2020-07-14 03:10:00,2020-07-14 08:10:00,267.0,261.0,6.5,10.8,16,92,780.9,0,0,
2020-07-14 03:00:00,2020-07-14 08:00:00,256.0,256.0,7.4,10.8,16.2,88,781,0,0,
2020-07-14 02:50:00,2020-07-14 07:50:00,242.0,237.0,7.9,10.8,16.4,87,781.1,0,0,
2020-07-14 02:40:00,2020-07-14 07:40:00,238.0,246.0,6.1,8.5,16.4,87,781.2,0,0,
2020-07-14 02:30:00,2020-07-14 07:30:00,256.0,254.0,7.1,10.2,16.4,88,781.1,0,0,
2020-07-14 02:20:00,2020-07-14 07:20:00,254.0,248.0,8.5,12,16.5,87,781.2,0,0,
2020-07-14 02:10:00,2020-07-14 07:10:00,257.0,255.0,9.4,13.1,16.5,87,781.4,0,0,
2020-07-14 02:00:00,2020-07-14 07:00:00,278.0,278.0,6.4,9.7,16.5,88,781.5,0,0,
2020-07-14 01:50:00,2020-07-14 06:50:00,271.0,296.0,5.2,7.9,16.5,87,781.7,0,0,
2020-07-14 01:40:00,2020-07-14 06:40:00,250.0,235.0,5,7.9,16.6,86,781.7,0,0,
2020-07-14 01:30:00,2020-07-14 06:30:00,251.0,248.0,8.4,12,16.6,85,781.8,0,0,
2020-07-14 01:20:00,2020-07-14 06:20:00,258.0,252.0,9.2,12.5,16.7,83,781.8,0,0,
2020-07-14 01:10:00,2020-07-14 06:10:00,253.0,237.0,9.7,12.5,16.7,83,781.9,0,0,
2020-07-14 01:00:00,2020-07-14 06:00:00,253.0,259.0,9.7,13.7,16.7,83,781.9,0,0,
2020-07-14 00:50:00,2020-07-14 05:50:00,252.0,257.0,9.8,14.3,16.7,84,781.9,0,0,
2020-07-14 00:40:00,2020-07-14 05:40:00,247.0,250.0,11.6,18.9,16.6,86,782,0,0,
2020-07-14 00:30:00,2020-07-14 05:30:00,240.0,224.0,11.1,16.6,16.7,89,782,0,0,
2020-07-14 00:20:00,2020-07-14 05:20:00,240.0,238.0,10.8,20,16.8,89,782,0,0,
2020-07-14 00:10:00,2020-07-14 05:10:00,241.0,227.0,10.7,16.6,17,87,782.2,0,0,
2020-07-14 00:00:00,2020-07-14 05:00:00,260.0,252.0,14.9,21.8,17,84,782.1,0,0,
2020-07-13 23:50:00,2020-07-14 04:50:00,256.0,266.0,15.9,25.2,17.1,84,782.1,0,0,
2020-07-13 23:40:00,2020-07-14 04:40:00,253.0,266.0,14.5,22.3,17,86,782.1,0,0,
2020-07-13 23:30:00,2020-07-14 04:30:00,253.0,252.0,13.9,26.9,17,89,781.9,0,0,
2020-07-13 23:20:00,2020-07-14 04:20:00,260.0,251.0,14.8,24.6,17,91,781.9,0,0,
2020-07-13 23:10:00,2020-07-14 04:10:00,254.0,256.0,15.6,30.4,17.4,90,781.8,0,0,
2020-07-13 23:00:00,2020-07-14 04:00:00,250.0,242.0,8.6,16,18,82,781.7,0,0,
2020-07-13 22:50:00,2020-07-14 03:50:00,263.0,282.0,12.8,20.6,18.7,76,781.6,0,0,
2020-07-13 22:40:00,2020-07-14 03:40:00,293.0,275.0,8.6,17.7,19.2,70,781.4,0,0,
2020-07-13 22:30:00,2020-07-14 03:30:00,339.0,302.0,9.6,18.9,19.9,65,781.3,0,0,
2020-07-13 22:20:00,2020-07-14 03:20:00,333.0,7.0,6.5,13.1,20,63,781.3,0,0,
2020-07-13 22:10:00,2020-07-14 03:10:00,26.0,12.0,9.6,15.4,20.1,62,781.1,0,0,
2020-07-13 22:00:00,2020-07-14 03:00:00,17.0,20.0,11,17.7,20.2,61,781,0,0,
2020-07-13 21:50:00,2020-07-14 02:50:00,18.0,10.0,11.2,19.5,20.4,61,780.9,0,0,
2020-07-13 21:40:00,2020-07-14 02:40:00,18.0,13.0,10.8,22.9,20.6,58,780.7,0,0,
2020-07-13 21:30:00,2020-07-14 02:30:00,36.0,41.0,9.8,18.9,20.7,58,780.5,0,0,
2020-07-13 21:20:00,2020-07-14 02:20:00,6.0,333.0,8.2,13.1,20.9,59,780.3,0,0,
2020-07-13 21:10:00,2020-07-14 02:10:00,355.0,352.0,10.4,18.9,21.1,57,780.1,0,0,
2020-07-13 21:00:00,2020-07-14 02:00:00,8.0,13.0,12,22.9,21.2,56,780,0,0,
2020-07-13 20:50:00,2020-07-14 01:50:00,12.0,16.0,13.1,23.5,21.2,56,779.8,0,0,
2020-07-13 20:40:00,2020-07-14 01:40:00,8.0,18.0,12.5,20,21.3,56,779.6,0,0,
2020-07-13 20:30:00,2020-07-14 01:30:00,14.0,6.0,14.6,26.9,21.5,54,779.5,0,0,
2020-07-13 20:20:00,2020-07-14 01:20:00,18.0,19.0,18.5,34.4,22.1,51,779.4,0,0,
2020-07-13 20:10:00,2020-07-14 01:10:00,28.0,51.0,12.1,26.4,22.6,48,779.2,0,2,
2020-07-13 20:00:00,2020-07-14 01:00:00,119.0,109.0,4.5,11.4,22.6,44,779.1,0,3,
2020-07-13 19:50:00,2020-07-14 00:50:00,49.0,329.0,2.4,5.6,22.6,45,779,0,3,
2020-07-13 19:40:00,2020-07-14 00:40:00,115.0,116.0,7.3,15.4,22.6,44,779,0,5,
2020-07-13 19:30:00,2020-07-14 00:30:00,100.0,96.0,10.8,16.6,22.5,44,778.8,0,14,
2020-07-13 19:20:00,2020-07-14 00:20:00,95.0,93.0,16.4,24.1,22.6,45,778.6,0,23,
2020-07-13 19:10:00,2020-07-14 00:10:00,75.0,78.0,16.3,26.9,23.3,44,778.7,0,22,
2020-07-13 19:00:00,2020-07-14 00:00:00,28.0,28.0,13.5,22.9,24.1,39,778.7,0,17,
2020-07-13 18:50:00,2020-07-13 23:50:00,4.0,17.0,15.1,26.9,24.4,38,778.6,0,38,
2020-07-13 18:40:00,2020-07-13 23:40:00,333.0,336.0,14.8,25.8,24.7,38,778.5,0,149,
2020-07-13 18:30:00,2020-07-13 23:30:00,348.0,338.0,16.5,28.7,24.9,38,778.5,0,283,
2020-07-13 18:20:00,2020-07-13 23:20:00,332.0,291.0,15.6,25.2,25.2,38,778.4,0,404,
2020-07-13 18:10:00,2020-07-13 23:10:00,339.0,326.0,17.2,32.7,25.2,38,778.4,0,519,
2020-07-13 18:00:00,2020-07-13 23:00:00,331.0,307.0,17.8,32.7,25.3,38,778.4,0,527,
2020-07-13 17:50:00,2020-07-13 22:50:00,321.0,324.0,17,30.4,26,35,778.3,0,557,
2020-07-13 17:40:00,2020-07-13 22:40:00,319.0,321.0,8,24.1,26.4,32,778.4,0,556,
2020-07-13 17:30:00,2020-07-13 22:30:00,315.0,333.0,7.8,24.6,26.1,32,778.5,0,479,
2020-07-13 17:20:00,2020-07-13 22:20:00,319.0,349.0,9.6,18.9,25.9,32,778.7,0,558,
2020-07-13 17:10:00,2020-07-13 22:10:00,319.0,305.0,15.3,22.9,25.8,32,778.7,0,686,
2020-07-13 17:00:00,2020-07-13 22:00:00,300.0,320.0,12.4,19.5,26,32,778.8,0,729,
2020-07-13 16:50:00,2020-07-13 21:50:00,329.0,296.0,7,18.3,25.7,33,778.9,0,760,
2020-07-13 16:40:00,2020-07-13 21:40:00,331.0,337.0,10.9,22.3,25.7,34,779,0,792,
2020-07-13 16:30:00,2020-07-13 21:30:00,284.0,341.0,6.9,14.3,25.4,34,779.1,0,797,
2020-07-13 16:20:00,2020-07-13 21:20:00,348.0,352.0,11.1,23.5,25.5,35,779.1,0,730,
2020-07-13 16:10:00,2020-07-13 21:10:00,329.0,50.0,6.6,15.4,25.6,34,779.2,0,868,
2020-07-13 16:00:00,2020-07-13 21:00:00,354.0,343.0,11.3,18.9,25.4,35,779.3,0,902,
2020-07-13 15:50:00,2020-07-13 20:50:00,37.0,343.0,8,14.9,25.3,36,779.4,0,935,
2020-07-13 15:40:00,2020-07-13 20:40:00,317.0,7.0,4.9,11.4,25.8,36,779.6,0,550,
2020-07-13 15:30:00,2020-07-13 20:30:00,42.0,84.0,4.9,12,25.4,37,779.7,0,994,
2020-07-13 15:20:00,2020-07-13 20:20:00,94.0,98.0,8.3,13.7,24.7,39,779.8,0,1004,
2020-07-13 15:10:00,2020-07-13 20:10:00,45.0,48.0,10.4,21.2,24.5,39,780,0,710,
2020-07-13 15:00:00,2020-07-13 20:00:00,76.0,18.0,5.6,17.2,25.1,39,780.1,0,637,
2020-07-13 14:50:00,2020-07-13 19:50:00,330.0,34.0,7.2,12,25,40,780.3,0,1103,
2020-07-13 14:40:00,2020-07-13 19:40:00,342.0,315.0,6.5,12.5,23.9,45,780.4,0,750,
2020-07-13 14:30:00,2020-07-13 19:30:00,109.0,143.0,5.8,11.4,24.3,42,780.5,0,307,
2020-07-13 14:20:00,2020-07-13 19:20:00,120.0,119.0,10.2,14.9,24.1,45,780.6,0,1126,
2020-07-13 14:10:00,2020-07-13 19:10:00,55.0,32.0,8.9,18.9,24,46,780.6,0,996,
2020-07-13 14:00:00,2020-07-13 19:00:00,89.0,9.0,8,14.9,23.5,47,780.7,0,1090,
2020-07-13 13:50:00,2020-07-13 18:50:00,28.0,25.0,12.3,18.9,23.8,48,780.8,0,1104,
2020-07-13 13:40:00,2020-07-13 18:40:00,343.0,27.0,6.1,14.3,24.2,46,781,0,1095,
2020-07-13 13:30:00,2020-07-13 18:30:00,315.0,304.0,7,15.4,23.2,48,781.1,0,1108,
2020-07-13 13:20:00,2020-07-13 18:20:00,317.0,260.0,6.4,16,22.7,51,781.3,0,566,
2020-07-13 13:10:00,2020-07-13 18:10:00,346.0,305.0,8.9,18.3,22.7,53,781.3,0,946,
2020-07-13 13:00:00,2020-07-13 18:00:00,308.0,7.0,9.3,18.9,22.6,51,781.4,0,876,
2020-07-13 12:50:00,2020-07-13 17:50:00,290.0,305.0,10.2,19.5,22.1,55,781.6,0,621,
2020-07-13 12:40:00,2020-07-13 17:40:00,311.0,330.0,9.2,19.5,22.3,57,781.6,0,814,
2020-07-13 12:30:00,2020-07-13 17:30:00,341.0,17.0,7.5,13.7,22.1,60,781.7,0,972,
2020-07-13 12:20:00,2020-07-13 17:20:00,327.0,339.0,8.5,16,22.3,60,781.8,0,1040,
2020-07-13 12:10:00,2020-07-13 17:10:00,316.0,338.0,6.5,16.6,22.2,60,781.8,0,955,
2020-07-13 12:00:00,2020-07-13 17:00:00,332.0,4.0,7.5,14.9,21.6,63,781.9,0,960,
2020-07-13 11:50:00,2020-07-13 16:50:00,3.0,332.0,5.6,13.7,21.2,66,781.9,0,920,
2020-07-13 11:40:00,2020-07-13 16:40:00,51.0,17.0,8.2,13.1,21.4,66,782,0,896,
2020-07-13 11:30:00,2020-07-13 16:30:00,6.0,341.0,5.7,10.2,21.6,67,782.2,0,895,
2020-07-13 11:20:00,2020-07-13 16:20:00,284.0,15.0,6.3,9.7,21.1,69,782.2,0,848,
2020-07-13 11:10:00,2020-07-13 16:10:00,58.0,72.0,5,9.7,20.4,73,782.3,0,809,
2020-07-13 11:00:00,2020-07-13 16:00:00,11.0,344.0,5.4,13.7,19.5,75,782.3,0,793,
2020-07-13 10:50:00,2020-07-13 15:50:00,332.0,333.0,7.9,13.7,20,75,782.3,0,740,
2020-07-13 10:40:00,2020-07-13 15:40:00,307.0,0.0,5.1,10.2,20.3,74,782.3,0,721,
2020-07-13 10:30:00,2020-07-13 15:30:00,259.0,278.0,4.1,8.5,20.3,71,782.3,0,722,
2020-07-13 10:20:00,2020-07-13 15:20:00,300.0,246.0,3.4,6.2,19.6,74,782.3,0,688,
2020-07-13 10:10:00,2020-07-13 15:10:00,219.0,184.0,4.4,8.5,19.4,75,782.2,0,649,
2020-07-13 10:00:00,2020-07-13 15:00:00,295.0,315.0,3.6,6.2,19.4,76,782.2,0,609,
2020-07-13 09:50:00,2020-07-13 14:50:00,24.0,16.0,3.3,6.2,19.3,75,782.2,0,571,
2020-07-13 09:40:00,2020-07-13 14:40:00,287.0,271.0,4.1,7.9,19.1,77,782.1,0,538,
2020-07-13 09:30:00,2020-07-13 14:30:00,225.0,210.0,2.3,3.9,18.6,80,782.1,0,500,
2020-07-13 09:20:00,2020-07-13 14:20:00,260.0,282.0,2.8,4.5,18.3,82,782.1,0,455,
2020-07-13 09:10:00,2020-07-13 14:10:00,72.0,161.0,2.9,4.5,18,87,782.2,0,413,
2020-07-13 09:00:00,2020-07-13 14:00:00,308.0,23.0,3.5,5.6,17.8,91,782.3,0,373,
2020-07-13 08:50:00,2020-07-13 13:50:00,270.0,280.0,2.7,4.5,17.6,95,782.3,0,320,
2020-07-13 08:40:00,2020-07-13 13:40:00,278.0,260.0,3.1,5.1,16.8,99,782.2,0,284,
2020-07-13 08:30:00,2020-07-13 13:30:00,278.0,307.0,3.6,5.6,16.2,100,782.1,0,251,
2020-07-13 08:20:00,2020-07-13 13:20:00,328.0,262.0,2.9,6.8,15.6,100,782,0,212,
2020-07-13 08:10:00,2020-07-13 13:10:00,302.0,262.0,3.7,6.8,14.9,100,781.9,0,175,
